client,client_type,task_type,priority,task_text
Client_31,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'delete'.
Client_8,Growth,Requested change,Low,The client requested a specific change. Issue related to 'improve writing'.
Client_27,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'does not work'.
Client_4,Retention,Requested change,High,The client requested a specific change. Issue related to 'urgent'.
Client_18,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'improve visibility'.
Client_32,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'does not work'.
Client_36,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'center'.
Client_38,Retention,Requested change,High,The client requested a specific change. Issue related to 'blocks'.
Client_14,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'update'.
Client_39,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'critical'.
Client_7,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'urgent'.
Client_13,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'broken / is broken'.
Client_27,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'center'.
Client_24,Retention,Copy revision,Low,Review and correct the client's text. Issue related to 'spelling'.
Client_31,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'blocks'.
Client_9,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'improve writing'.
Client_13,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'spacing'.
Client_5,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change color'.
Client_26,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_37,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'content adjustment'.
Client_33,Retention,Requested change,High,The client requested a specific change. Issue related to 'misconfigured'.
Client_19,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'not visible'.
Client_35,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'improve visibility'.
Client_9,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'increase space'.
Client_14,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'center'.
Client_21,Growth,Requested change,Normal,The client requested a specific change. Issue related to 'change image'.
Client_40,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'move'.
Client_23,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not work'.
Client_35,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'change color'.
Client_17,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'rewrite'.
Client_21,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'misconfigured'.
Client_28,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'bug'.
Client_30,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'urgent'.
Client_12,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'bug'.
Client_26,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not appear'.
Client_28,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'incomplete'.
Client_9,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'change color'.
Client_25,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'fix style'.
Client_3,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'does not work'.
Client_1,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'align'.
Client_6,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'modify text'.
Client_11,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'not visible'.
Client_35,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'not visible'.
Client_7,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'lost'.
Client_10,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'lost'.
Client_25,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not respond'.
Client_8,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'cuts off'.
Client_23,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not appear'.
Client_3,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'not responsive / does not adapt'.
Client_39,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'cuts off'.
Client_40,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'simplify'.
Client_32,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'change location'.
Client_1,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'tone'.
Client_21,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'content adjustment'.
Client_31,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'improve visibility'.
Client_10,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not respond'.
Client_23,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'lost'.
Client_39,Neutral,Requested change,High,The client requested a specific change. Issue related to 'misconfigured'.
Client_25,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'urgent'.
Client_35,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'lost'.
Client_34,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'increase space'.
Client_24,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'reorder'.
Client_9,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'add word'.
Client_9,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change image'.
Client_16,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'error'.
Client_8,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'move'.
Client_28,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'change location'.
Client_31,Neutral,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not allow to continue'.
Client_10,Growth,Copy revision,Urgent,Review and correct the client's text. Issue related to 'lost'.
Client_10,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'improve writing'.
Client_34,Retention,Requested change,High,The client requested a specific change. Issue related to 'not responsive / does not adapt'.
Client_29,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'error'.
Client_4,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'adjust'.
